path,class_name
/content/InfraredSolarModules/images/9145.jpg,Vegetation
/content/InfraredSolarModules/images/1178.jpg,Diode
/content/InfraredSolarModules/images/3301.jpg,Shadowing
/content/InfraredSolarModules/images/1120.jpg,Diode
/content/InfraredSolarModules/images/1672.jpg,Diode
/content/InfraredSolarModules/images/6786.jpg,Hot-Spot
/content/InfraredSolarModules/images/6313.jpg,Cell
/content/InfraredSolarModules/images/2718.jpg,Shadowing
/content/InfraredSolarModules/images/9539.jpg,Vegetation
/content/InfraredSolarModules/images/3971.jpg,Cell-Multi
/content/InfraredSolarModules/images/8634.jpg,Vegetation
/content/InfraredSolarModules/images/7018.jpg,Cracking
/content/InfraredSolarModules/images/4909.jpg,Cell
/content/InfraredSolarModules/images/8107.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/4557.jpg,Cell-Multi
/content/InfraredSolarModules/images/4771.jpg,Cell-Multi
/content/InfraredSolarModules/images/8887.jpg,Vegetation
/content/InfraredSolarModules/images/6003.jpg,Cell
/content/InfraredSolarModules/images/155.jpg,Offline-Module
/content/InfraredSolarModules/images/9304.jpg,Vegetation
/content/InfraredSolarModules/images/9750.jpg,Vegetation
/content/InfraredSolarModules/images/7157.jpg,Cracking
/content/InfraredSolarModules/images/9551.jpg,Vegetation
/content/InfraredSolarModules/images/9874.jpg,Vegetation
/content/InfraredSolarModules/images/2022.jpg,Diode
/content/InfraredSolarModules/images/1900.jpg,Diode
/content/InfraredSolarModules/images/471.jpg,Offline-Module
/content/InfraredSolarModules/images/1928.jpg,Diode
/content/InfraredSolarModules/images/3315.jpg,Shadowing
/content/InfraredSolarModules/images/6359.jpg,Cell
/content/InfraredSolarModules/images/8864.jpg,Vegetation
/content/InfraredSolarModules/images/7862.jpg,Cracking
/content/InfraredSolarModules/images/7966.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/1119.jpg,Diode
/content/InfraredSolarModules/images/3232.jpg,Shadowing
/content/InfraredSolarModules/images/7972.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/7996.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/9144.jpg,Vegetation
/content/InfraredSolarModules/images/5451.jpg,Cell
/content/InfraredSolarModules/images/5207.jpg,Cell
/content/InfraredSolarModules/images/3134.jpg,Shadowing
/content/InfraredSolarModules/images/6851.jpg,Hot-Spot
/content/InfraredSolarModules/images/4400.jpg,Cell-Multi
/content/InfraredSolarModules/images/6207.jpg,Cell
/content/InfraredSolarModules/images/6399.jpg,Cell
/content/InfraredSolarModules/images/4814.jpg,Cell-Multi
/content/InfraredSolarModules/images/7271.jpg,Cracking
/content/InfraredSolarModules/images/2333.jpg,Diode
/content/InfraredSolarModules/images/1280.jpg,Diode
/content/InfraredSolarModules/images/7802.jpg,Cracking
/content/InfraredSolarModules/images/2146.jpg,Diode
/content/InfraredSolarModules/images/7897.jpg,Cracking
/content/InfraredSolarModules/images/6856.jpg,Hot-Spot
/content/InfraredSolarModules/images/3287.jpg,Shadowing
/content/InfraredSolarModules/images/3950.jpg,Cell-Multi
/content/InfraredSolarModules/images/6322.jpg,Cell
/content/InfraredSolarModules/images/5479.jpg,Cell
/content/InfraredSolarModules/images/4877.jpg,Cell
/content/InfraredSolarModules/images/2969.jpg,Shadowing
/content/InfraredSolarModules/images/7844.jpg,Cracking
/content/InfraredSolarModules/images/7531.jpg,Cracking
/content/InfraredSolarModules/images/6677.jpg,Cell
/content/InfraredSolarModules/images/6517.jpg,Cell
/content/InfraredSolarModules/images/1239.jpg,Diode
/content/InfraredSolarModules/images/359.jpg,Offline-Module
/content/InfraredSolarModules/images/8570.jpg,Vegetation
/content/InfraredSolarModules/images/2397.jpg,Diode
/content/InfraredSolarModules/images/1885.jpg,Diode
/content/InfraredSolarModules/images/9677.jpg,Vegetation
/content/InfraredSolarModules/images/650.jpg,Offline-Module
/content/InfraredSolarModules/images/9086.jpg,Vegetation
/content/InfraredSolarModules/images/3637.jpg,Cell-Multi
/content/InfraredSolarModules/images/685.jpg,Offline-Module
/content/InfraredSolarModules/images/1150.jpg,Diode
/content/InfraredSolarModules/images/3567.jpg,Cell-Multi
/content/InfraredSolarModules/images/4796.jpg,Cell-Multi
/content/InfraredSolarModules/images/7523.jpg,Cracking
/content/InfraredSolarModules/images/467.jpg,Offline-Module
/content/InfraredSolarModules/images/3153.jpg,Shadowing
/content/InfraredSolarModules/images/9493.jpg,Vegetation
/content/InfraredSolarModules/images/7052.jpg,Cracking
/content/InfraredSolarModules/images/9917.jpg,Vegetation
/content/InfraredSolarModules/images/2496.jpg,Diode
/content/InfraredSolarModules/images/3604.jpg,Cell-Multi
/content/InfraredSolarModules/images/7638.jpg,Cracking
/content/InfraredSolarModules/images/2726.jpg,Shadowing
/content/InfraredSolarModules/images/1786.jpg,Diode
/content/InfraredSolarModules/images/1585.jpg,Diode
/content/InfraredSolarModules/images/9269.jpg,Vegetation
/content/InfraredSolarModules/images/6463.jpg,Cell
/content/InfraredSolarModules/images/9872.jpg,Vegetation
/content/InfraredSolarModules/images/401.jpg,Offline-Module
/content/InfraredSolarModules/images/3006.jpg,Shadowing
/content/InfraredSolarModules/images/1580.jpg,Diode
/content/InfraredSolarModules/images/9036.jpg,Vegetation
/content/InfraredSolarModules/images/9914.jpg,Vegetation
/content/InfraredSolarModules/images/9600.jpg,Vegetation
/content/InfraredSolarModules/images/1053.jpg,Diode
/content/InfraredSolarModules/images/1008.jpg,Diode
/content/InfraredSolarModules/images/7917.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/7864.jpg,Cracking
/content/InfraredSolarModules/images/1959.jpg,Diode
/content/InfraredSolarModules/images/6300.jpg,Cell
/content/InfraredSolarModules/images/1185.jpg,Diode
/content/InfraredSolarModules/images/9577.jpg,Vegetation
/content/InfraredSolarModules/images/4853.jpg,Cell
/content/InfraredSolarModules/images/9857.jpg,Vegetation
/content/InfraredSolarModules/images/3801.jpg,Cell-Multi
/content/InfraredSolarModules/images/2196.jpg,Diode
/content/InfraredSolarModules/images/2560.jpg,Shadowing
/content/InfraredSolarModules/images/1907.jpg,Diode
/content/InfraredSolarModules/images/8423.jpg,Vegetation
/content/InfraredSolarModules/images/6185.jpg,Cell
/content/InfraredSolarModules/images/3126.jpg,Shadowing
/content/InfraredSolarModules/images/7909.jpg,Cracking
/content/InfraredSolarModules/images/3383.jpg,Shadowing
/content/InfraredSolarModules/images/265.jpg,Offline-Module
/content/InfraredSolarModules/images/550.jpg,Offline-Module
/content/InfraredSolarModules/images/7299.jpg,Cracking
/content/InfraredSolarModules/images/7591.jpg,Cracking
/content/InfraredSolarModules/images/9758.jpg,Vegetation
/content/InfraredSolarModules/images/9907.jpg,Vegetation
/content/InfraredSolarModules/images/540.jpg,Offline-Module
/content/InfraredSolarModules/images/7916.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/3023.jpg,Shadowing
/content/InfraredSolarModules/images/8752.jpg,Vegetation
/content/InfraredSolarModules/images/4297.jpg,Cell-Multi
/content/InfraredSolarModules/images/8090.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/203.jpg,Offline-Module
/content/InfraredSolarModules/images/5589.jpg,Cell
/content/InfraredSolarModules/images/1951.jpg,Diode
/content/InfraredSolarModules/images/6712.jpg,Cell
/content/InfraredSolarModules/images/4944.jpg,Cell
/content/InfraredSolarModules/images/4082.jpg,Cell-Multi
/content/InfraredSolarModules/images/2576.jpg,Shadowing
/content/InfraredSolarModules/images/5978.jpg,Cell
/content/InfraredSolarModules/images/9813.jpg,Vegetation
/content/InfraredSolarModules/images/5297.jpg,Cell
/content/InfraredSolarModules/images/1030.jpg,Diode
/content/InfraredSolarModules/images/2495.jpg,Diode
/content/InfraredSolarModules/images/6777.jpg,Hot-Spot
/content/InfraredSolarModules/images/7833.jpg,Cracking
/content/InfraredSolarModules/images/3019.jpg,Shadowing
/content/InfraredSolarModules/images/5578.jpg,Cell
/content/InfraredSolarModules/images/4673.jpg,Cell-Multi
/content/InfraredSolarModules/images/8958.jpg,Vegetation
/content/InfraredSolarModules/images/3576.jpg,Cell-Multi
/content/InfraredSolarModules/images/7723.jpg,Cracking
/content/InfraredSolarModules/images/1684.jpg,Diode
/content/InfraredSolarModules/images/4470.jpg,Cell-Multi
/content/InfraredSolarModules/images/1385.jpg,Diode
/content/InfraredSolarModules/images/1422.jpg,Diode
/content/InfraredSolarModules/images/4699.jpg,Cell-Multi
/content/InfraredSolarModules/images/6170.jpg,Cell
/content/InfraredSolarModules/images/9133.jpg,Vegetation
/content/InfraredSolarModules/images/2856.jpg,Shadowing
/content/InfraredSolarModules/images/5928.jpg,Cell
/content/InfraredSolarModules/images/15.jpg,Offline-Module
/content/InfraredSolarModules/images/1292.jpg,Diode
/content/InfraredSolarModules/images/7334.jpg,Cracking
/content/InfraredSolarModules/images/220.jpg,Offline-Module
/content/InfraredSolarModules/images/1934.jpg,Diode
/content/InfraredSolarModules/images/2140.jpg,Diode
/content/InfraredSolarModules/images/9367.jpg,Vegetation
/content/InfraredSolarModules/images/2465.jpg,Diode
/content/InfraredSolarModules/images/1082.jpg,Diode
/content/InfraredSolarModules/images/5420.jpg,Cell
/content/InfraredSolarModules/images/940.jpg,Diode-Multi
/content/InfraredSolarModules/images/8062.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/3115.jpg,Shadowing
/content/InfraredSolarModules/images/6279.jpg,Cell
/content/InfraredSolarModules/images/4591.jpg,Cell-Multi
/content/InfraredSolarModules/images/6472.jpg,Cell
/content/InfraredSolarModules/images/7463.jpg,Cracking
/content/InfraredSolarModules/images/7282.jpg,Cracking
/content/InfraredSolarModules/images/1759.jpg,Diode
/content/InfraredSolarModules/images/4646.jpg,Cell-Multi
/content/InfraredSolarModules/images/9759.jpg,Vegetation
/content/InfraredSolarModules/images/4033.jpg,Cell-Multi
/content/InfraredSolarModules/images/3252.jpg,Shadowing
/content/InfraredSolarModules/images/6781.jpg,Hot-Spot
/content/InfraredSolarModules/images/8656.jpg,Vegetation
/content/InfraredSolarModules/images/1553.jpg,Diode
/content/InfraredSolarModules/images/3653.jpg,Cell-Multi
/content/InfraredSolarModules/images/215.jpg,Offline-Module
/content/InfraredSolarModules/images/3687.jpg,Cell-Multi
/content/InfraredSolarModules/images/6597.jpg,Cell
/content/InfraredSolarModules/images/1613.jpg,Diode
/content/InfraredSolarModules/images/7704.jpg,Cracking
/content/InfraredSolarModules/images/3784.jpg,Cell-Multi
/content/InfraredSolarModules/images/5023.jpg,Cell
/content/InfraredSolarModules/images/801.jpg,Offline-Module
/content/InfraredSolarModules/images/1812.jpg,Diode
/content/InfraredSolarModules/images/1508.jpg,Diode
/content/InfraredSolarModules/images/4117.jpg,Cell-Multi
/content/InfraredSolarModules/images/1723.jpg,Diode
/content/InfraredSolarModules/images/2438.jpg,Diode
/content/InfraredSolarModules/images/7562.jpg,Cracking
/content/InfraredSolarModules/images/1974.jpg,Diode
/content/InfraredSolarModules/images/7661.jpg,Cracking
/content/InfraredSolarModules/images/1063.jpg,Diode
/content/InfraredSolarModules/images/8640.jpg,Vegetation
/content/InfraredSolarModules/images/3213.jpg,Shadowing
/content/InfraredSolarModules/images/5039.jpg,Cell
/content/InfraredSolarModules/images/9006.jpg,Vegetation
/content/InfraredSolarModules/images/8180.jpg,Soiling
/content/InfraredSolarModules/images/1643.jpg,Diode
/content/InfraredSolarModules/images/8059.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/499.jpg,Offline-Module
/content/InfraredSolarModules/images/8821.jpg,Vegetation
/content/InfraredSolarModules/images/6081.jpg,Cell
/content/InfraredSolarModules/images/322.jpg,Offline-Module
/content/InfraredSolarModules/images/607.jpg,Offline-Module
/content/InfraredSolarModules/images/1494.jpg,Diode
/content/InfraredSolarModules/images/8599.jpg,Vegetation
/content/InfraredSolarModules/images/5012.jpg,Cell
/content/InfraredSolarModules/images/2092.jpg,Diode
/content/InfraredSolarModules/images/1469.jpg,Diode
/content/InfraredSolarModules/images/1011.jpg,Diode
/content/InfraredSolarModules/images/7274.jpg,Cracking
/content/InfraredSolarModules/images/528.jpg,Offline-Module
/content/InfraredSolarModules/images/2250.jpg,Diode
/content/InfraredSolarModules/images/1586.jpg,Diode
/content/InfraredSolarModules/images/8962.jpg,Vegetation
/content/InfraredSolarModules/images/7132.jpg,Cracking
/content/InfraredSolarModules/images/5759.jpg,Cell
/content/InfraredSolarModules/images/8312.jpg,Soiling
/content/InfraredSolarModules/images/9913.jpg,Vegetation
/content/InfraredSolarModules/images/7149.jpg,Cracking
/content/InfraredSolarModules/images/1174.jpg,Diode
/content/InfraredSolarModules/images/3924.jpg,Cell-Multi
/content/InfraredSolarModules/images/5344.jpg,Cell
/content/InfraredSolarModules/images/8038.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/5787.jpg,Cell
/content/InfraredSolarModules/images/2276.jpg,Diode
/content/InfraredSolarModules/images/2976.jpg,Shadowing
/content/InfraredSolarModules/images/7735.jpg,Cracking
/content/InfraredSolarModules/images/2052.jpg,Diode
/content/InfraredSolarModules/images/6585.jpg,Cell
/content/InfraredSolarModules/images/3609.jpg,Cell-Multi
/content/InfraredSolarModules/images/3826.jpg,Cell-Multi
/content/InfraredSolarModules/images/8955.jpg,Vegetation
/content/InfraredSolarModules/images/9789.jpg,Vegetation
/content/InfraredSolarModules/images/4412.jpg,Cell-Multi
/content/InfraredSolarModules/images/481.jpg,Offline-Module
/content/InfraredSolarModules/images/5303.jpg,Cell
/content/InfraredSolarModules/images/1355.jpg,Diode
/content/InfraredSolarModules/images/5859.jpg,Cell
/content/InfraredSolarModules/images/1808.jpg,Diode
/content/InfraredSolarModules/images/11.jpg,Offline-Module
/content/InfraredSolarModules/images/9327.jpg,Vegetation
/content/InfraredSolarModules/images/7504.jpg,Cracking
/content/InfraredSolarModules/images/5555.jpg,Cell
/content/InfraredSolarModules/images/6501.jpg,Cell
/content/InfraredSolarModules/images/2960.jpg,Shadowing
/content/InfraredSolarModules/images/6219.jpg,Cell
/content/InfraredSolarModules/images/4064.jpg,Cell-Multi
/content/InfraredSolarModules/images/7140.jpg,Cracking
/content/InfraredSolarModules/images/8854.jpg,Vegetation
/content/InfraredSolarModules/images/5806.jpg,Cell
/content/InfraredSolarModules/images/3723.jpg,Cell-Multi
/content/InfraredSolarModules/images/5779.jpg,Cell
/content/InfraredSolarModules/images/3163.jpg,Shadowing
/content/InfraredSolarModules/images/9630.jpg,Vegetation
/content/InfraredSolarModules/images/9607.jpg,Vegetation
/content/InfraredSolarModules/images/176.jpg,Offline-Module
/content/InfraredSolarModules/images/92.jpg,Offline-Module
/content/InfraredSolarModules/images/6311.jpg,Cell
/content/InfraredSolarModules/images/6485.jpg,Cell
/content/InfraredSolarModules/images/720.jpg,Offline-Module
/content/InfraredSolarModules/images/4690.jpg,Cell-Multi
/content/InfraredSolarModules/images/7816.jpg,Cracking
/content/InfraredSolarModules/images/371.jpg,Offline-Module
/content/InfraredSolarModules/images/2975.jpg,Shadowing
/content/InfraredSolarModules/images/391.jpg,Offline-Module
/content/InfraredSolarModules/images/5650.jpg,Cell
/content/InfraredSolarModules/images/5001.jpg,Cell
/content/InfraredSolarModules/images/2312.jpg,Diode
/content/InfraredSolarModules/images/4832.jpg,Cell-Multi
/content/InfraredSolarModules/images/7364.jpg,Cracking
/content/InfraredSolarModules/images/6866.jpg,Hot-Spot
/content/InfraredSolarModules/images/9543.jpg,Vegetation
/content/InfraredSolarModules/images/1739.jpg,Diode
/content/InfraredSolarModules/images/1848.jpg,Diode
/content/InfraredSolarModules/images/6154.jpg,Cell
/content/InfraredSolarModules/images/1412.jpg,Diode
/content/InfraredSolarModules/images/2107.jpg,Diode
/content/InfraredSolarModules/images/6405.jpg,Cell
/content/InfraredSolarModules/images/56.jpg,Offline-Module
/content/InfraredSolarModules/images/3480.jpg,Shadowing
/content/InfraredSolarModules/images/3587.jpg,Cell-Multi
/content/InfraredSolarModules/images/3160.jpg,Shadowing
/content/InfraredSolarModules/images/6076.jpg,Cell
/content/InfraredSolarModules/images/8156.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/7855.jpg,Cracking
/content/InfraredSolarModules/images/9368.jpg,Vegetation
/content/InfraredSolarModules/images/7616.jpg,Cracking
/content/InfraredSolarModules/images/1144.jpg,Diode
/content/InfraredSolarModules/images/316.jpg,Offline-Module
/content/InfraredSolarModules/images/9987.jpg,Vegetation
/content/InfraredSolarModules/images/1092.jpg,Diode
/content/InfraredSolarModules/images/3568.jpg,Cell-Multi
/content/InfraredSolarModules/images/5231.jpg,Cell
/content/InfraredSolarModules/images/564.jpg,Offline-Module
/content/InfraredSolarModules/images/4174.jpg,Cell-Multi
/content/InfraredSolarModules/images/4882.jpg,Cell
/content/InfraredSolarModules/images/6451.jpg,Cell
/content/InfraredSolarModules/images/1989.jpg,Diode
/content/InfraredSolarModules/images/5868.jpg,Cell
/content/InfraredSolarModules/images/8395.jpg,Vegetation
/content/InfraredSolarModules/images/9152.jpg,Vegetation
/content/InfraredSolarModules/images/2662.jpg,Shadowing
/content/InfraredSolarModules/images/2279.jpg,Diode
/content/InfraredSolarModules/images/6192.jpg,Cell
/content/InfraredSolarModules/images/9638.jpg,Vegetation
/content/InfraredSolarModules/images/864.jpg,Diode-Multi
/content/InfraredSolarModules/images/6733.jpg,Hot-Spot
/content/InfraredSolarModules/images/8223.jpg,Soiling
/content/InfraredSolarModules/images/9374.jpg,Vegetation
/content/InfraredSolarModules/images/2936.jpg,Shadowing
/content/InfraredSolarModules/images/9592.jpg,Vegetation
/content/InfraredSolarModules/images/8558.jpg,Vegetation
/content/InfraredSolarModules/images/2255.jpg,Diode
/content/InfraredSolarModules/images/4787.jpg,Cell-Multi
/content/InfraredSolarModules/images/175.jpg,Offline-Module
/content/InfraredSolarModules/images/8295.jpg,Soiling
/content/InfraredSolarModules/images/9168.jpg,Vegetation
/content/InfraredSolarModules/images/2410.jpg,Diode
/content/InfraredSolarModules/images/4422.jpg,Cell-Multi
/content/InfraredSolarModules/images/7763.jpg,Cracking
/content/InfraredSolarModules/images/6109.jpg,Cell
/content/InfraredSolarModules/images/4077.jpg,Cell-Multi
/content/InfraredSolarModules/images/5540.jpg,Cell
/content/InfraredSolarModules/images/296.jpg,Offline-Module
/content/InfraredSolarModules/images/1207.jpg,Diode
/content/InfraredSolarModules/images/9635.jpg,Vegetation
/content/InfraredSolarModules/images/4976.jpg,Cell
/content/InfraredSolarModules/images/4532.jpg,Cell-Multi
/content/InfraredSolarModules/images/2593.jpg,Shadowing
/content/InfraredSolarModules/images/9688.jpg,Vegetation
/content/InfraredSolarModules/images/349.jpg,Offline-Module
/content/InfraredSolarModules/images/5920.jpg,Cell
/content/InfraredSolarModules/images/6027.jpg,Cell
/content/InfraredSolarModules/images/8144.jpg,Hot-Spot-Multi
